Left Grip, Right Grip, Time
-1,-1,0
1.61,0,0.3533334
1.61,0,0.4204269
1.61,0,0.4306338
1.61,0,0.4404714
1.61,0,0.4542702
1.61,0,0.4688213
1.61,0,0.4817554
0.75,0,0.4956608
1.61,0,0.5095086
1.61,0,0.5233914
1.61,0,0.5373814
1.61,0,0.5514258
1.61,0,0.5652267
1.61,0.75,0.5795497
0.75,0.75,0.5932491
1.61,0.75,0.6066781
1.61,0.75,0.6206074
1.61,0,0.6345381
1.61,0,0.648665
1.61,0,0.6623877
0.75,0,0.6761572
1.61,0.75,0.6902775
1.61,0,0.7039812
1.61,0,0.7179222
1.61,0,0.732051
1.61,0,0.745743
1.61,0,0.7595559
2.47,0,0.7734478
0.75,0,0.7872788
1.61,0,0.8012415
1.61,0,0.8151264
1.61,0,0.8297486
1.61,0,0.8438358
1.61,0,0.8576819
1.61,0,0.8718277
1.61,0.75,0.8856809
0.75,0.75,0.8993641
1.61,0,0.9133499
1.61,0,0.9270374
0.75,0.75,0.9409751
1.61,0,0.955184
0.75,0,0.968935
1.61,0,0.9829813
2.47,0,0.9966679
1.61,0,1.01065
1.61,0,1.024371
1.61,0,1.038276
1.61,0,1.052018
1.61,0,1.066244
1.61,0,1.079978
1.61,0.75,1.093765
0.75,0,1.107938
1.61,0,1.121943
1.61,0,1.135566
1.61,0,1.149318
1.61,0,1.163271
1.61,0,1.177201
1.61,0,1.190915
1.61,0,1.204835
0.75,0,1.219052
0.75,0,1.232777
1.61,0,1.246858
1.61,0,1.260442
1.61,0,1.274661
0.75,0,1.288196
1.61,0,1.302076
1.61,0,1.315922
1.61,0,1.32985
0.75,0,1.343766
1.61,0,1.357635
1.61,0,1.371675
1.61,0,1.38536
1.61,0,1.399264
0.75,0,1.413058
1.61,0,1.426999
1.61,0,1.441232
1.61,0,1.455232
1.61,0,1.468706
1.61,0,1.482537
0.75,0,1.49687
1.61,0,1.510329
1.61,0,1.524233
0.75,0,1.538374
1.61,0,1.552096
0.75,0,1.56599
1.61,0,1.579991
0.75,0,1.59369
0.75,0,1.60765
1.61,0,1.621737
1.61,0.75,1.63581
1.61,0,1.649739
0.75,0,1.663646
1.61,0,1.678089
1.61,0.75,1.691101
1.61,0.75,1.705436
1.61,0,1.718685
0.75,0.75,1.732784
0.75,0,1.749426
1.61,0.75,1.760452
1.61,0,1.774369
1.61,0,1.788217
1.61,0,1.802096
0.75,0.75,1.815962
1.61,0,1.829853
1.61,0,1.843692
1.61,0,1.857574
1.61,0,1.871652
1.61,0,1.88557
1.61,0,1.899357
1.61,0,1.913371
1.61,0,1.926873
1.61,0,1.940789
1.61,0,1.95485
1.61,0,1.96877
1.61,0.75,1.982562
0.75,0,1.996301
1.61,0,2.010123
1.61,0.75,2.02401
1.61,0,2.038069
0.75,0,2.051848
1.61,0,2.065948
1.61,0.75,2.079581
0.75,0,2.093475
0.75,0,2.107358
1.61,0,2.1213
1.61,0,2.135102
0.75,0,2.149212
0.75,0.75,2.163404
1.61,0,2.177105
0.75,1.61,2.191203
0.75,0,2.204944
1.61,0,2.218715
0.75,0,2.232629
0.75,0,2.246796
1.61,0,2.260361
0.75,0,2.274299
0.75,0,2.28824
1.61,0,2.30216
0.75,0,2.315972
1.61,0,2.329821
0.75,0,2.344128
1.61,0,2.3576
1.61,0,2.371637
1.61,0,2.385557
1.61,0.75,2.399411
0.75,0,2.413276
1.61,0,2.427192
0.75,0,2.441015
1.61,0,2.45495
0.75,0,2.468839
0.75,0,2.48279
0.75,0,2.496589
1.61,0,2.510563
0.75,0,2.524456
0.75,0,2.538264
0.75,0,2.552132
1.61,0,2.566078
1.61,0,2.580042
0.75,0,2.594046
1.61,0,2.607787
1.61,0,2.621552
1.61,0,2.635386
1.61,0,2.649307
0.75,0,2.663179
1.61,0,2.677227
1.61,0,2.690941
1.61,0.75,2.704946
1.61,0,2.718926
1.61,0,2.73264
1.61,0.75,2.746625
0.75,0,2.760379
1.61,0,2.774261
1.61,0,2.788189
0.75,0,2.802182
0.75,0.75,2.816091
1.61,0,2.829907
0.75,0,2.843729
1.61,0,2.857751
1.61,0,2.871681
1.61,0,2.885313
1.61,0,2.899337
1.61,0.75,2.913288
1.61,0,2.927026
0.75,0,2.940968
0.75,0,2.955017
0.75,0,2.968773
1.61,0,2.982975
1.61,0,2.996709
0.75,0,3.010526
0.75,0.75,3.024278
1.61,0,3.038197
1.61,0,3.052084
1.61,0,3.066055
1.61,0,3.079944
0.75,0,3.093724
0.75,0,3.107864
1.61,0,3.121514
1.61,0,3.135644
0.75,0,3.149495
0.75,0,3.163291
0.75,0,3.177187
1.61,0,3.190946
0.75,0,3.20481
0.75,0,3.218773
1.61,0,3.232725
1.61,0,3.246554
1.61,0,3.261083
0.75,0,3.274483
1.61,0,3.288254
1.61,0,3.301987
1.61,0,3.31598
2.47,0,3.329854
1.61,0,3.343768
1.61,0,3.357762
1.61,0,3.371586
1.61,0,3.385461
1.61,0,3.399355
0.75,0,3.41344
1.61,0,3.427175
0.75,0,3.440924
0.75,0,3.455064
1.61,0,3.468725
0.75,0,3.482644
1.61,0,3.496578
1.61,0,3.510464
1.61,0,3.524454
1.61,0,3.538215
1.61,0,3.552019
1.61,0,3.565909
1.61,0,3.57981
0.75,0,3.593798
1.61,0,3.607652
1.61,0,3.621786
0.75,0,3.635463
0.75,0,3.649339
0,0,3.663315
1.61,0,3.677466
1.61,0,3.690975
1.61,0,3.705058
1.61,0,3.718925
1.61,0,3.732901
1.61,0,3.746512
0.75,0,3.760534
1.61,0,3.774455
1.61,0,3.788275
1.61,0,3.802139
1.61,0.75,3.816057
0.75,0,3.829841
1.61,0,3.843711
1.61,0,3.857661
1.61,0,3.871495
0.75,0,3.885392
0.75,0,3.899337
1.61,0,3.913382
1.61,0,3.927248
1.61,0,3.941237
0.75,0,3.955169
1.61,0,3.968749
1.61,0,3.982818
1.61,0,3.996475
1.61,0.75,4.010392
0.75,0,4.024417
1.61,0,4.038233
1.61,0,4.052257
0.75,0,4.065983
0.75,0,4.080006
0.75,0,4.093769
