Left Grip, Right Grip, Time
-1,-1,0
1.61,0,0.3533334
1.61,0,0.4312046
1.61,0,0.4389583
1.61,0,0.4527254
1.61,0,0.4666333
1.61,0,0.4805385
1.61,0,0.4943804
1.61,0,0.5087729
1.61,0,0.5230761
1.61,0,0.5361459
1.61,0,0.5504155
0.75,0,0.5637951
1.61,0,0.5776201
1.61,0,0.5915607
1.61,0,0.6053084
1.61,0,0.6192999
1.61,0,0.6330361
1.61,0,0.647284
1.61,0,0.6610919
1.61,0,0.6750669
1.61,0,0.6890047
1.61,0,0.7026364
1.61,0,0.7162663
1.61,0,0.7305017
1.61,0,0.7442979
1.61,0,0.7581602
1.61,0,0.7722118
1.61,0,0.786101
1.61,0,0.8003188
1.61,0,0.8138378
1.61,0,0.8276541
1.61,0,0.8425561
1.61,0,0.8561723
1.61,0,0.8702828
1.61,0,0.8841259
1.61,0,0.8980597
1.61,0,0.9119188
1.61,0,0.9258143
1.61,0,0.9397776
1.61,0,0.9534708
1.61,0,0.967387
1.61,0,0.9813272
1.61,0,0.9952002
1.61,0,1.009027
1.61,0,1.022866
1.61,0,1.036818
1.61,0,1.050719
1.61,0,1.064637
1.61,0,1.078569
1.61,0,1.092471
1.61,0,1.106514
1.61,0,1.12042
1.61,0,1.134217
1.61,0,1.147969
1.61,0,1.161908
1.61,0,1.175704
2.47,0,1.189488
1.61,0,1.203463
1.61,0,1.21725
1.61,0,1.231358
1.61,0,1.244937
1.61,0,1.258845
1.61,0,1.2729
1.61,0,1.286688
1.61,0,1.300754
1.61,0,1.314419
1.61,0,1.328421
1.61,0,1.342436
1.61,0,1.356127
1.61,0,1.369976
1.61,0,1.384045
1.61,0,1.397757
1.61,0,1.411631
1.61,0,1.425508
1.61,0,1.439467
1.61,0,1.453466
1.61,0,1.467447
1.61,0,1.481499
1.61,0,1.495242
1.61,0,1.509107
1.61,0,1.522961
1.61,0,1.536782
1.61,0,1.550691
1.61,0,1.564671
1.61,0,1.578766
1.61,0,1.592399
1.61,0,1.606363
1.61,0,1.620328
1.61,0,1.63476
1.61,0,1.648093
1.61,0,1.661892
1.61,0,1.675947
1.61,0,1.689758
1.61,0,1.70369
1.61,0,1.717512
1.61,0,1.731395
1.61,0,1.745434
1.61,0,1.759397
1.61,0,1.77318
1.61,0,1.786929
2.47,0,1.800925
1.61,0,1.814831
1.61,0,1.828751
1.61,0,1.842562
1.61,0,1.856369
1.61,0,1.870256
1.61,0,1.886625
1.61,0,1.898316
1.61,0,1.911963
1.61,0,1.925815
1.61,0,1.939744
1.61,0,1.953716
1.61,0,1.967479
1.61,0,1.98135
1.61,0,1.995361
1.61,0,2.009174
1.61,0,2.023051
1.61,0,2.036876
1.61,0,2.050749
1.61,0,2.064885
1.61,0,2.078705
1.61,0,2.09276
1.61,0,2.106341
1.61,0,2.120223
1.61,0,2.134812
2.47,0,2.148081
1.61,0,2.1621
1.61,0,2.175861
1.61,0,2.189749
1.61,0,2.203585
1.61,0,2.217383
1.61,0,2.23136
1.61,0,2.245295
1.61,0,2.259158
1.61,0,2.273314
1.61,0,2.287673
1.61,0,2.302167
1.61,0,2.31506
1.61,0,2.32873
1.61,0,2.342579
1.61,0,2.356438
1.61,0,2.370545
1.61,0,2.384552
1.61,0,2.398183
1.61,0,2.412032
1.61,0,2.426067
1.61,0,2.439864
1.61,0,2.453589
1.61,0,2.467782
1.61,0,2.481436
1.61,0,2.495235
1.61,0,2.509174
1.61,0,2.523097
1.61,0,2.536995
1.61,0,2.551063
2.47,0,2.565101
1.61,0,2.578693
1.61,0,2.592666
1.61,0,2.606717
1.61,0,2.62309
1.61,0,2.633596
1.61,0,2.647273
1.61,0,2.661431
1.61,0,2.674989
1.61,0,2.68891
1.61,0,2.702689
1.61,0,2.716782
1.61,0,2.730552
1.61,0,2.744494
1.61,0,2.758244
1.61,0,2.772113
1.61,0,2.786116
1.61,0,2.800119
1.61,0,2.813887
1.61,0,2.827678
1.61,0,2.841661
1.61,0,2.855659
1.61,0,2.869632
1.61,0,2.883902
1.61,0,2.897945
1.61,0,2.911974
1.61,0,2.925999
1.61,0,2.939735
1.61,0,2.953754
1.61,0,2.967945
1.61,0,2.98153
1.61,0,2.995287
1.61,0,3.009334
1.61,0,3.023102
1.61,0,3.036916
1.61,0,3.050851
1.61,0,3.064726
1.61,0,3.078619
1.61,0,3.092469
1.61,0,3.106418
1.61,0,3.120571
1.61,0,3.13395
1.61,0,3.14791
1.61,0,3.161868
1.61,0,3.182074
1.61,0,3.195861
1.61,0,3.209822
2.47,0,3.223752
1.61,0,3.237639
1.61,0,3.251695
1.61,0,3.265504
1.61,0,3.279655
1.61,0,3.293468
1.61,0,3.307282
1.61,0,3.320882
1.61,0,3.334773
1.61,0,3.348688
1.61,0,3.36263
1.61,0,3.37668
1.61,0,3.39041
1.61,0,3.40417
1.61,0,3.418562
1.61,0,3.431987
1.61,0,3.445706
1.61,0,3.45976
1.61,0,3.473707
1.61,0,3.487734
1.61,0,3.508755
1.61,0,3.528684
1.61,0,3.543597
1.61,0,3.557467
1.61,0,3.578411
1.61,0,3.606525
1.61,0,3.634553
1.61,0,3.661714
1.61,0,3.689579
1.61,0,3.717164
1.61,0,3.74492
1.61,0,3.772812
1.61,0,3.800559
1.61,0,3.828558
1.61,0,3.85631
1.61,0,3.883987
1.61,0,3.897739
2.47,0,3.911714
1.61,0,3.925313
2.47,0,3.939203
2.47,0,3.953086
1.61,0,3.967123
1.61,0,3.981018
1.61,0,3.994884
1.61,0,4.008738
1.61,0,4.02338
1.61,0,4.03666
1.61,0,4.050464
1.61,0,4.064356
1.61,0,4.078153
1.61,0,4.0921
2.47,0,4.106294
1.61,0,4.119999
1.61,0,4.13372
1.61,0,4.147604
1.61,0,4.161939
1.61,0,4.176197
1.61,0,4.19103
1.61,0,4.204836
2.47,0,4.218803
1.61,0,4.232947
1.61,0,4.245992
2.47,0,4.259763
1.61,0,4.273644
2.47,0,4.287563
1.61,0,4.301398
2.47,0,4.315163
2.47,0,4.329127
1.61,0,4.342888
1.61,0,4.356748
