Left Grip, Right Grip, Time
-1,-1,0
0,-1,0.3533334
0,-1,0.4015436
0,-1,0.4163533
0,-1,0.4304993
0,-1,0.4443713
0,-1,0.4583187
0,-1,0.4725296
0,-1,0.4863926
0,-1,0.500226
0,-1,0.5146818
0,-1,0.5288923
0,-1,0.5425243
0,-1,0.5567707
0,-1,0.5704526
0,-1,0.5844411
0,-1,0.5984678
0,-1,0.6126803
0,-1,0.6267204
0,-1,0.6406208
0,-1,0.6545492
0,-1,0.6684787
0,-1,0.6823177
0,-1,0.6964723
0,-1,0.7104648
0,-1,0.7249185
0,-1,0.7386574
0,-1,0.7528505
0,-1,0.7669572
0,-1,0.7807707
0,-1,0.7949914
0,-1,0.8088263
0,-1,0.8229094
0,-1,0.8369588
0,-1,0.8514593
0,-1,0.8648999
0,-1,0.8789995
0,-1,0.8931047
0,-1,0.9070463
0,-1,0.9211842
0,-1,0.9352372
0,-1,0.9492977
0,-1,0.9631317
0,-1,0.9772521
0,-1,0.9913028
0,-1,1.005271
0,-1,1.019523
0,-1,1.0335
0,-1,1.047456
0,-1,1.06534
0,-1,1.078851
1,0,1.093036
62.75,0,1.113914
62.75,0,1.121276
77.39,0,1.135458
84.28,0,1.149154
91.17,0,1.163021
96.34,0,1.177044
101.51,0,1.191332
105.81,0,1.205549
105.81,0,1.219429
114.42,0,1.233389
114.42,0,1.247292
126.48,0,1.26508
132.51,0,1.278837
138.54,0,1.293032
142.84,0,1.307175
146.29,0,1.321294
146.29,0,1.335252
146.29,0,1.349212
145.43,0,1.363275
145.43,0,1.377207
145.43,0,1.391236
143.71,0,1.405119
143.71,0,1.41945
143.71,0,1.433542
142.84,0,1.447409
143.71,0,1.461717
144.57,0,1.475486
146.29,0,1.489639
148.87,0,1.503747
150.59,0,1.517796
153.18,0,1.531769
154.04,0,1.545753
154.04,0,1.560188
153.18,0,1.574139
149.73,0,1.587929
145.43,0,1.601816
136.82,0,1.615931
123.04,0,1.630367
104.09,0,1.64398
82.56,0,1.658482
64.48,0,1.672281
46.39,0,1.686302
31.75,0,1.700371
20.55,0,1.714346
12.8,0,1.728555
7.64,0,1.742395
5.05,0,1.7566
2.47,0,1.771368
1.61,0,1.784712
0.75,0,1.798805
0.75,0,1.812857
0,0,1.826929
0,0,1.841256
0,0,1.855123
0,0,1.868941
0,0,1.883042
0,0,1.896982
0,0,1.911246
0,0,1.925223
0,0,1.939238
0,0,1.953771
0,0,1.967699
0,0,1.981835
0,0,1.995245
0,0,2.009493
0,0.75,2.023425
0,1.61,2.044496
0,2.47,2.0567
0,3.33,2.070403
0,4.19,2.084468
0,5.05,2.098877
0,5.91,2.1126
0,9.36,2.12703
0,12.8,2.140627
0,17.11,2.154837
0,22.28,2.168817
0,29.17,2.182797
0,36.06,2.196787
0,42.95,2.210983
0,51.56,2.224957
0,60.17,2.239052
0,69.64,2.252953
0,79.98,2.267492
0,89.45,2.281608
0,98.92,2.295682
0,107.54,2.309842
0,116.15,2.323784
0,123.9,2.33781
0,129.93,2.352093
0,135.95,2.365761
0,138.54,2.379743
0,141.12,2.39389
0,141.98,2.408173
0,141.98,2.421997
0,139.4,2.436031
0,132.51,2.450258
0,123.04,2.464027
0,110.12,2.478401
0,93.76,2.49229
0,77.39,2.506226
0,61.03,2.520542
0,45.53,2.534324
0,32.61,2.548527
0,22.28,2.562438
0,13.67,2.576429
0,8.5,2.590569
0,4.19,2.607623
0,1.61,2.618648
0,0.75,2.632811
0,0,2.646661
0,0,2.660816
0,0,2.674825
0,0,2.689045
0,0,2.702984
0,0,2.716907
0,0,2.730917
0,0,2.744971
0,0,2.758902
0,0,2.773399
0,0,2.787488
0,0,2.801384
0,0,2.815298
0,0,2.829376
0,0,2.843513
0,0,2.857522
0,0,2.871521
0,0,2.885419
0,0,2.899587
0,0,2.913815
0,0,2.927861
0,0,2.942111
0,0,2.95636
1.61,0,2.970176
3.33,0,2.984413
5.91,0,2.998494
11.94,0,3.01281
23.14,0,3.033457
56.72,0,3.051503
75.67,0,3.065514
92.9,0,3.079518
92.9,0,3.087663
108.4,0,3.100547
122.18,0,3.114417
132.51,0,3.128624
140.26,0,3.142546
142.84,0,3.156963
144.57,0,3.170704
141.98,0,3.18482
138.54,0,3.199328
134.23,0,3.212872
127.34,0,3.226937
119.59,0,3.240954
109.26,0,3.255071
99.78,0,3.271513
86.87,0,3.285637
74.81,0,3.299571
61.89,0,3.313657
49.84,0,3.327832
38.64,0,3.341684
29.17,0,3.356174
22.28,0,3.369821
15.39,0,3.384149
10.22,0,3.397752
4.19,0,3.412032
2.47,0,3.425999
1.61,0,3.440073
0.75,0,3.453817
0.75,0,3.468099
0.75,0,3.482026
0,0,3.49612
0,0,3.510118
0.75,0,3.524507
0,0,3.538405
0,0,3.552616
0,0,3.566268
0,0,3.580387
0,0,3.594387
0,0,3.608384
0,0,3.622725
0,0,3.636692
0,0.75,3.650443
0,0.75,3.67183
0,0.75,3.680038
0,0.75,3.692758
0,0.75,3.706723
0,0.75,3.720679
0,0.75,3.734626
0,1.61,3.748778
0,1.61,3.762879
0,2.47,3.776909
0,4.19,3.791013
0,5.91,3.80526
0,10.22,3.81902
0,16.25,3.833095
0,24,3.847093
0,33.47,3.861455
0,45.53,3.875399
0,59.31,3.889374
0,73.95,3.903349
0,89.45,3.917465
0,103.23,3.931678
0,117.01,3.945536
0,128.2,3.95971
0,138.54,3.973571
0,146.29,3.988094
0,152.32,4.001797
0,155.76,4.015803
0,158.35,4.029897
0,158.35,4.043874
0,154.9,4.061153
0,148.01,4.074997
0,135.95,4.089094
0,117.87,4.103082
0,96.34,4.116993
0,76.53,4.13109
0,59.31,4.145154
0,42.95,4.159557
0,30.89,4.173281
0,21.42,4.187312
0,14.53,4.201515
0,5.91,4.21564
0,5.91,4.229497
0,1.61,4.243645
0,0.75,4.257708
0,0,4.277866
0,0,4.292316
0,0,4.305978
0,0,4.320059
0,0,4.334092
0,0,4.347916
0,0,4.362196
0,0,4.376
0,0,4.390193
0,0,4.404294
0,0,4.418496
0,0,4.432413
0,0,4.446208
0,0,4.46059
0,0,4.474617
0,0,4.488647
0,0,4.502577
0.75,0,4.516391
0.75,0,4.537589
0.75,0,4.54606
1.61,0,4.558719
1.61,0,4.572785
1.61,0,4.58676
2.47,0,4.600823
3.33,0.75,4.614864
5.91,2.47,4.635979
8.5,5.05,4.645001
11.08,8.5,4.657094
15.39,13.67,4.671016
21.42,21.42,4.686044
29.17,29.17,4.699539
39.5,37.78,4.713148
50.7,45.53,4.72744
62.75,53.28,4.741401
73.09,61.03,4.755472
83.42,69.64,4.769701
93.76,77.39,4.783982
103.23,84.28,4.797515
112.7,91.17,4.811738
119.59,96.34,4.825655
126.48,101.51,4.839537
132.51,105.81,4.853878
132.51,105.81,4.867553
143.71,113.56,4.882138
143.71,113.56,4.895916
148.01,117.87,4.909873
152.32,120.45,4.923971
156.62,124.76,4.938162
160.93,129.07,4.952271
164.37,134.23,4.96589
166.96,138.54,4.98033
169.54,143.71,4.994152
169.54,143.71,5.008007
171.26,148.01,5.022541
172.99,152.32,5.036592
177.29,159.21,5.05607
177.29,159.21,5.06988
177.29,160.93,5.083682
177.29,160.93,5.097895
177.29,160.93,5.112023
177.29,159.21,5.125916
176.43,157.48,5.140011
174.71,154.04,5.154058
171.26,148.01,5.168073
164.37,135.95,5.182135
164.37,135.95,5.196023
133.37,98.92,5.210041
133.37,98.92,5.224174
112.7,79.98,5.238275
72.23,49.84,5.252304
72.23,49.84,5.266778
42.95,28.31,5.281424
31.75,19.69,5.295085
22.28,14.53,5.309335
15.39,10.22,5.323301
11.08,7.64,5.33728
7.64,5.05,5.351483
4.19,3.33,5.365389
3.33,2.47,5.379184
2.47,1.61,5.393383
1.61,0.75,5.407378
1.61,0.75,5.421617
0.75,0,5.435431
0.75,0,5.449461
0,0,5.463782
0.75,0,5.477564
0.75,0,5.49208
0.75,0,5.505626
1.61,0,5.519882
1.61,0,5.533933
1.61,0,5.547699
2.47,0,5.561951
2.47,0,5.576029
2.47,0,5.590053
2.47,0,5.604019
2.47,0,5.61827
1.61,0,5.632309
2.47,0,5.646071
2.47,0,5.660234
1.61,0,5.674046
1.61,0,5.688487
1.61,0,5.702389
2.47,0.75,5.717855
2.47,0,5.730403
2.47,0,5.744342
2.47,0,5.758501
2.47,0,5.772674
2.47,0,5.786538
2.47,0,5.800587
2.47,0.75,5.814759
2.47,0.75,5.828826
1.61,0.75,5.842779
1.61,0,5.856978
1.61,0.75,5.870798
1.61,0.75,5.885006
1.61,0.75,5.899074
1.61,0.75,5.91288
1.61,0.75,5.92705
1.61,0,5.940886
0.75,0,5.955084
0.75,0,5.976133
0.75,0,5.98439
0.75,0,5.997286
0.75,0,6.01138
0.75,0,6.0256
0.75,0,6.039123
0,0,6.053223
0.75,0,6.071717
0,0,6.085921
0.75,0,6.099779
0,0,6.113901
0.75,0,6.128387
0.75,0,6.141956
0.75,0,6.156104
0.75,0,6.170455
0,0,6.184307
0.75,0,6.198241
0,0,6.212254
0.75,0,6.226466
0,0,6.240232
0.75,0,6.254446
0.75,0,6.271245
0.75,0,6.284949
0.75,0,6.299112
0.75,0,6.313291
0.75,0,6.32761
0,0,6.341304
0.75,0,6.355595
0.75,0,6.369378
0.75,0,6.383481
0.75,0,6.397752
0.75,0,6.411749
0.75,0,6.425711
0.75,0,6.439728
0.75,0,6.453638
0,0,6.467887
0,0,6.481762
0,0,6.495998
0.75,0,6.509821
0.75,0,6.5242
0.75,0,6.537986
0,0,6.551948
0.75,0,6.566119
0,0,6.580222
0.75,0,6.594192
0,0,6.608534
0,0,6.622468
0.75,0,6.636275
0,0,6.650219
0.75,0,6.664721
0.75,0,6.678568
0,0,6.692702
0,0,6.70657
0.75,0,6.720611
0.75,0,6.73456
0,0,6.759767
0,0,6.780568
0.75,0,6.800821
0.75,0,6.820968
0,0,6.837989
0.75,0,6.848942
0,0,6.863074
0.75,0,6.880824
