Left Grip, Right Grip, Time
-1,-1,0
1,-1,0.3533334
0,0,0.415295
0,0,0.4257076
0,0,0.4390121
0,0,0.4526165
0,0,0.4665018
0,0,0.4803436
0,0,0.4943037
0.75,0,0.5081117
0,0,0.521979
0,0,0.5357462
0,0,0.5496715
0,0,0.5636277
0,0,0.5774587
0,0,0.5914257
0.75,0,0.6051651
0,0,0.6189516
0,0,0.6331496
0.75,0,0.6469859
0,0,0.6607947
0,0,0.6745971
0,0,0.6885486
0,0,0.7023686
0,0,0.7162476
0,0,0.7303275
0,0,0.7440236
0,0,0.7578363
0,0,0.7720087
0.75,0,0.7857894
0.75,0,0.7997469
0,0,0.8138787
0,0,0.8285692
0,0,0.8422239
0,0,0.8560907
0,0,0.8701687
0,0,0.8838212
0,0,0.8978273
0,0,0.9117284
0,0,0.9255183
0,0,0.9393368
0.75,0,0.9534653
0,0,0.9673632
0,0,0.9809577
0.75,0,0.9948401
0,0,1.008743
0,0,1.022603
0,0,1.036443
0,0,1.050344
0,0,1.064288
0,0,1.078228
0,0,1.091953
0,0,1.106013
0,0,1.11983
0,0,1.133765
0,0,1.14751
0,0,1.161525
0,0,1.175359
0,0,1.189297
0.75,0,1.203308
0.75,0,1.217239
0,0,1.231215
0,0,1.245363
0,0,1.258879
0,0,1.27312
0,0,1.286533
0,0,1.300394
0,0,1.314531
0,0,1.328429
0,0,1.342181
0,0,1.356194
0,0,1.369978
0,0,1.383897
0,0,1.398064
0.75,0,1.411953
0,0,1.425555
0,0,1.439447
0,0,1.453343
0,0,1.46721
0,0,1.481046
0,0,1.494983
0,0,1.508867
0,0,1.522813
0,0,1.53675
0.75,0,1.550443
0,0,1.564519
0.75,0,1.578241
0.75,0,1.592091
0,0,1.60633
0,0,1.619957
0,0,1.633872
0,0,1.647774
0,0,1.661665
0,0,1.675551
0,0,1.689375
0,0,1.703253
0,0,1.71742
0,0,1.731112
0,0,1.744929
0,0,1.758948
0,0,1.772952
0,0,1.786592
0,0,1.80062
0,0,1.814435
0,0,1.828293
0,0,1.842172
0,0,1.856084
0,0,1.870049
0,0,1.883924
0,0,1.89787
0,0,1.91177
0,0,1.925541
0,0,1.939497
0,0,1.953371
0,0,1.966708
0,0,1.980537
0,0,1.994275
0,0,2.00802
0,0,2.021931
0.75,0,2.03591
0,0,2.050015
0,0,2.064017
0.75,0,2.081072
0.75,0,2.091336
0,0,2.105396
0,0,2.119303
0,0,2.133035
0,0,2.147032
0,0,2.160973
0,0,2.174773
0,0,2.188684
0,0,2.20265
0,0,2.216484
0,0,2.230344
0,0,2.244218
0,0,2.258356
0,0,2.272084
0,0,2.286157
0,0,2.300166
0.75,0,2.314289
0.75,0,2.328234
0,0,2.342374
0,0,2.356015
0,0,2.369877
0,0,2.383748
0,0,2.397877
0,0,2.411661
0,0,2.425448
0,0,2.439342
0,0,2.453296
0,0,2.467216
0,0,2.481196
0,0,2.49496
0,0,2.508844
0,0,2.522767
0,0,2.536636
0,0,2.550661
0,0,2.564411
0,0,2.578363
0,0,2.592118
0,0,2.60639
0,0,2.619944
0,0,2.633942
0,0,2.647697
0.75,0,2.661659
0,0,2.675534
0,0,2.689432
0,0,2.703407
0,0,2.717217
0,0,2.731121
0,0,2.744954
0,0,2.758795
0,0,2.772708
0,0,2.786678
0,0,2.800382
0,0,2.814337
0,0,2.828441
0,0,2.842228
0.75,0,2.856164
0,0,2.870064
0,0,2.883828
0,0,2.897634
0,0,2.911593
0,0,2.925508
0,0,2.939425
0,0,2.953266
0,0,2.967324
0,0,2.98118
0,0,2.99512
0,0,3.008907
0,0,3.02272
0,0,3.036594
0,0,3.05059
0,0,3.064604
0,0,3.078379
0,0,3.092166
0,0,3.106275
0,0,3.119959
0,0,3.13392
0,0,3.147942
0.75,0,3.161549
0,0,3.175475
0,0,3.18941
0,0,3.203234
0,0,3.217132
0,0,3.231096
0,0,3.245163
0,0,3.258813
0,0,3.272891
0,0,3.286775
0,0,3.3005
0,0,3.314434
0,0,3.328317
0,0,3.342129
0,0,3.356109
0,0,3.370162
0,0,3.383838
0,0,3.397991
0,0,3.411701
0,0,3.425536
0,0,3.439404
0,0,3.453321
0,0,3.467229
0,0,3.481198
0,0,3.495083
0,0,3.508857
0,0,3.522697
0,0,3.536734
0,0,3.55052
0.75,0,3.564418
0,0,3.578242
0,0,3.592191
0,0,3.606051
0,0,3.620126
0,0,3.634029
0,0,3.647879
0,0,3.661618
0,0,3.675635
0,0,3.689467
0,0,3.703405
0.75,0,3.717124
0,0,3.731227
0,0,3.744898
0,0,3.758787
0,0,3.789027
0,0,3.79973
0,0,3.813657
0,0,3.827478
0,0,3.841408
0,0,3.855523
0,0,3.869001
0,0,3.883132
0,0,3.897074
0,0,3.910747
0,0,3.924571
0,0,3.938913
0,0,3.952661
0,0,3.966909
0,0,3.980185
0,0,3.994132
0,0,4.008074
0,0,4.021814
0,0,4.035826
0,0,4.049622
0,0,4.063726
0.75,0,4.077467
0,0,4.09119
0,0,4.105119
0,0,4.119258
0,0,4.133023
0,0,4.14707
0,0,4.160981
0,0,4.174986
0,0,4.188853
0,0,4.202817
0,0,4.217087
0,0,4.230874
0,0,4.245017
0.75,0,4.25884
0.75,0,4.27268
0,0,4.286739
0,0,4.300922
0,0,4.314533
0,0,4.328329
0,0,4.342349
0,0,4.356114
0,0,4.370008
0,0,4.383866
0,0,4.397824
0.75,0,4.411664
0,0,4.425664
0,0,4.439583
0,0,4.453338
0.75,0,4.467348
0,0,4.481125
0,0,4.494992
0,0,4.508857
0,0,4.522796
0.75,0,4.53671
0,0,4.550532
0,0,4.564665
0,0,4.578355
0,0,4.592293
0,0,4.606254
0,0,4.62016
0,0,4.633823
0,0,4.647715
0,0,4.661534
0,0,4.675625
0,0,4.689444
0,0,4.703504
0.75,0,4.717282
0.75,0,4.731156
0,0,4.745248
0,0,4.758871
0,0,4.772943
0,0,4.78681
0,0,4.800528
0,0,4.814363
0,0,4.828351
0,0,4.842274
0,0,4.856209
0,0,4.870072
0,0,4.883862
0,0,4.89776
0,0,4.911618
0,0,4.925496
0.75,0,4.939337
0,0,4.953569
0,0,4.967297
0.75,0,4.981181
0,0,4.995363
0,0,5.009123
0,0,5.022878
0,0,5.036739
0,0,5.050643
0,0,5.064489
0,0,5.077744
0,0,5.09142
0,0,5.105353
0,0,5.119196
0,0,5.133108
0,0,5.146861
0,0,5.16066
0,0,5.174711
0,0,5.188521
0,0,5.202312
0,0,5.21633
0.75,0,5.230319
0,0,5.244177
0,0,5.257973
0,0,5.271917
0,0,5.285842
0,0,5.299548
0,0,5.313999
0,0,5.327828
0,0,5.34189
0,0,5.356336
0,0,5.369978
0,0,5.384037
0,0,5.397914
0,0,5.411696
0,0,5.425654
0.75,0,5.439322
0.75,0,5.453269
0,0,5.467276
0,0,5.480978
0,0,5.494937
0,0,5.508892
0,0,5.522738
0,0,5.536713
0,0,5.550547
0,0,5.564579
0,0,5.578192
0,0,5.592196
0,0,5.606112
0,0,5.62007
0,0,5.634128
0,0,5.647889
0,0,5.66175
0,0,5.675848
0,0,5.689635
0,0,5.703178
0,0,5.71718
0,0,5.731045
0,0,5.744977
0,0,5.758802
0,0,5.772864
0,0,5.786936
0,0,5.800632
0.75,0,5.814403
0,0,5.82847
0,0,5.842191
0,0,5.856136
0,0,5.870231
0,0,5.883807
0,0,5.897811
0,0,5.911685
0,0,5.925578
0,0,5.93946
0,0,5.953318
0.75,0,5.967297
0,0,5.981173
0,0,5.994979
0,0,6.00887
0.75,0,6.022927
0.75,0,6.036708
0,0,6.05056
0,0,6.064684
0,0,6.078349
0.75,0,6.092255
0,0,6.106093
0,0,6.119988
0.75,0,6.133768
0,0,6.147854
0,0,6.161705
0,0,6.17556
0.75,0,6.189874
0,0,6.203514
0.75,0,6.217384
0,0,6.231097
0,0,6.245044
0,0,6.258793
0,0,6.272848
0,0,6.286752
0.75,0,6.300625
0.75,0,6.314554
0,0,6.328555
0.75,0,6.342386
0,0,6.35625
0,0,6.369988
0,0,6.38382
0,0,6.397952
0,0,6.411818
0,0,6.425472
0,0,6.439474
0,0,6.453437
0,0,6.467172
0,0,6.481211
0.75,0,6.495008
0.75,0,6.508911
0.75,0,6.522814
0,0,6.536587
0.75,0,6.550534
0.75,0,6.564512
0.75,0,6.578376
0,0,6.592196
0,0,6.606272
0.75,0,6.619937
0.75,0,6.633862
0,0,6.647789
0,0,6.661575
0.75,0,6.675479
0.75,0,6.689375
0.75,0,6.703293
0.75,0,6.717304
0.75,0,6.73129
0.75,0,6.744995
0,0,6.758914
0.75,0,6.772648
0.75,0,6.786617
0.75,0,6.800604
0.75,0,6.814403
0.75,0,6.828282
1.61,0,6.842319
0.75,0,6.856252
0.75,0,6.87008
0.75,0,6.884089
0.75,0,6.897707
1.61,0,6.911755
0.75,0,6.925528
0.75,0,6.939406
0.75,0,6.95331
1.61,0,6.967488
0.75,0,6.98114
0.75,0,6.995016
0.75,0,7.009007
0.75,0,7.02272
2.47,0,7.036607
1.61,0,7.050515
1.61,0,7.064521
1.61,0,7.078089
1.61,0,7.092454
1.61,0,7.10592
1.61,0,7.119671
1.61,0,7.133714
1.61,0,7.147401
1.61,0,7.161397
0.75,0,7.17534
1.61,0,7.189026
0.75,0,7.203068
0.75,0,7.216969
1.61,0,7.230776
1.61,0,7.244834
1.61,0,7.258744
1.61,0,7.272648
1.61,0,7.28628
1.61,0,7.300354
1.61,0,7.314304
1.61,0,7.328327
0.75,0,7.342467
1.61,0,7.3564
1.61,0,7.370145
1.61,0.75,7.383955
1.61,1.61,7.39789
1.61,1.61,7.411887
0.75,2.47,7.425533
1.61,1.61,7.439441
0.75,2.47,7.453417
1.61,2.47,7.467212
0.75,2.47,7.481152
0.75,3.33,7.495014
0.75,3.33,7.508886
0.75,3.33,7.522835
0.75,3.33,7.536661
0.75,3.33,7.550717
0.75,2.47,7.564417
0.75,3.33,7.578229
0.75,2.47,7.592222
0.75,2.47,7.60611
0.75,2.47,7.620008
0.75,2.47,7.633948
0.75,1.61,7.647871
0.75,0.75,7.661764
0.75,0.75,7.675531
0.75,0,7.689585
0.75,0,7.703265
0.75,0,7.717096
0,0,7.731102
0,0,7.745042
0,0,7.75879
0,0,7.772746
0,0,7.786675
0,0,7.8005
0.75,0,7.814419
0,0,7.828398
0,0,7.842292
0,0,7.856051
0,0,7.869864
0,0,7.883864
0,0,7.897747
0,0,7.911666
0,0,7.925498
0,0,7.939397
0,0,7.953354
0,0,7.967388
0.75,0,7.981219
0,0,7.994951
0,0,8.009032
0,0,8.022759
0,0,8.036757
0,0,8.050502
0,0,8.064479
0,0,8.078401
0,0,8.092419
0,0,8.106036
0,0,8.119946
0,0,8.134001
0,0,8.147723
0,0,8.161696
0.75,0,8.175664
0.75,0,8.189426
0.75,0,8.203368
0.75,0,8.217295
0.75,0,8.231176
1.61,0,8.245105
0.75,0,8.25883
1.61,0,8.272759
1.61,0,8.286757
1.61,0,8.300673
1.61,0,8.314455
1.61,0,8.328294
0.75,0,8.342265
0.75,0,8.356027
0.75,0,8.370199
0,0,8.383951
0.75,0,8.397845
0,0,8.411723
0,0,8.425561
0.75,0,8.439425
0.75,0,8.453443
0.75,0,8.467238
1.61,0,8.481128
1.61,0,8.495
1.61,0,8.508895
2.47,0,8.52276
1.61,0,8.536668
1.61,0,8.550513
2.47,0,8.564409
2.47,0,8.578319
2.47,0,8.592389
2.47,0,8.606148
2.47,0,8.62014
2.47,0,8.633823
2.47,0,8.647753
2.47,0,8.661687
2.47,0,8.675462
1.61,0,8.689405
1.61,0,8.703351
0.75,0,8.717228
0.75,0,8.731043
0.75,0,8.744998
0,0,8.758821
0.75,0,8.772787
0.75,0,8.786611
0.75,0,8.800564
0.75,0,8.814426
0.75,0,8.828396
0.75,0,8.842126
0.75,0,8.856103
0.75,0,8.870188
0.75,0,8.88397
0.75,0,8.897975
0.75,0,8.911738
0.75,0,8.925474
1.61,0,8.939461
1.61,0,8.953344
0.75,0,8.967303
1.61,0,8.981375
1.61,0,8.995286
1.61,0,9.009045
1.61,0,9.022936
1.61,0,9.036587
1.61,0,9.050508
1.61,0,9.064602
1.61,0,9.078249
1.61,0,9.092174
2.47,0,9.106239
2.47,0,9.120092
2.47,0,9.133992
2.47,0,9.147955
2.47,0,9.161618
2.47,0,9.175493
2.47,0,9.189378
2.47,0,9.20354
2.47,0,9.217234
2.47,0,9.231182
2.47,0,9.244956
2.47,0,9.258952
1.61,0,9.272928
1.61,0,9.286688
2.47,0,9.300519
1.61,0,9.314382
2.47,0,9.328256
2.47,0,9.34234
2.47,0,9.356247
2.47,0,9.370115
2.47,0,9.384261
2.47,0,9.39802
2.47,0,9.41184
2.47,0,9.425754
1.61,0,9.439528
2.47,0,9.453353
2.47,0,9.467355
1.61,0,9.48119
1.61,0,9.495119
1.61,0,9.509225
2.47,0,9.523118
1.61,0,9.536846
1.61,0,9.550702
1.61,0,9.564726
1.61,0,9.578352
